grdc_no,wmo_reg,sub_reg,mix_reg,nat_id,river,station,country_code,lat,long,area,altitude,ds_stat_no,w_level,d_start,d_end,d_yrs,d_miss,m_start,m_end,m_yrs,m_miss,t_start,t_end,t_yrs,lta_discharge,r_volume_yr,r_height_yr,proc_tyrs,proc_tmon,f_import,f_im_yr,l_import,l_im_yr,provider_id,acsys,flux2ocean,gems,gcos_gtn-h,statistics,Pristine Basins,GRDC Reference Dataset,AdaptAlp,ArctHycos
3649450,3,49,349,24750000,CAIAPO,SAO FERREIRA,BR,-16.303,-51.469,   6471.  ,-999,3649459,0,1974,2007,34,2.51,1974,1987,14,0.00,1974,2007,34,    134.65,      4.25,656, 97.1, 98. ,10.10.1996,1996,19.1.2011,2011,58,0,0,0,0,1,1,0,0,0
3649455,3,49,349,24780000,RIO PIRANHAS (TRIB. RIO CAIAPO),PIRANHAS,BR,-16.431,-51.816,   1350.  ,-999,3649459,0,1974,2007,34,1.40,,,,,1974,2007,34,     39.65,      1.25,926, 97.1, 98.7,19.1.2011,2011,19.1.2011,2011,58,0,0,0,0,0,1,0,0,0
3649459,3,49,349,24800000,CAIAPO,PERES,BR,-15.890,-51.853,  12084.  ,-999,3649412,0,1971,2007,37,4.67,1971,1987,17,4.66,1971,2007,37,    209.61,      6.61,547, 91.9, 97.8,10.10.1996,1996,19.1.2011,2011,58,0,0,0,0,1,1,0,0,0
3649460,3,49,349,26800000,RIO JAVAES,BARREIRA DA CRUZ,BR,-10.565,-49.934,  40327.  ,220,3649417,0,1969,2007,39,8.64,,,,,1969,2007,39,    694.09,     21.89,543, 82.1, 98.4,19.1.2011,2011,19.1.2011,2011,58,0,0,0,0,0,1,0,0,0
3649461,3,49,349,26710000,RIO JAVAES,BARREIRA DO PEQUI,BR,-12.089,-49.988,-    999.  ,108,3649460,0,1986,2007,22,4.14,,,,,1986,2007,22,    343.49,     10.83,-999, 90.9, 96.7,19.1.2011,2011,19.1.2011,2011,58,0,0,0,0,0,1,0,0,0
3649465,3,49,349,26720000,RIO FORMOSO (TRIB. RIO JAVAES),PRAIA ALTA,BR,-12.418,-49.589,-    999.  ,209,3649460,0,1986,2007,22,1.61,,,,,1986,2007,22,     70.67,      2.23,-999, 90.9, 99.2,19.1.2011,2011,19.1.2011,2011,58,0,0,0,0,0,1,0,0,0
3649510,3,49,349,25130000,RIO VERMELHO,TRAVESSAO,BR,-15.519,-50.705,   5370.  ,-999,3649421,0,1974,2007,34,1.65,1974,1987,14,4.32,1974,2007,34,     79.16,      2.5 ,465,100. , 99. ,13.1.1992,1992,19.1.2011,2011,58,0,0,0,0,1,1,0,0,0
3649511,3,49,349,25100000,RIO VERMELHO,BALNEARIO CACHOEIRA GRANDE,BR,-15.922,-50.172,    231.  ,474,3649510,0,1965,2007,43,27.17,1965,1987,23,47.45,1965,2007,43,      6.59,       .21,899, 69.8, 99.2,10.10.1996,1996,19.1.2011,2011,58,0,0,0,0,0,1,0,0,0
3649515,3,49,349,25120000,RIO UVA,COLONIA DOS ALEMAES,BR,-15.897,-50.439,    260.  ,-999,3649510,0,1984,2007,24,6.46,,,,,1984,2007,24,      3.54,       .11,429, 87.5, 98. ,19.1.2011,2011,19.1.2011,2011,58,0,0,0,0,0,1,0,0,0
3649610,3,49,349,26040000,RIO DAS MORTES,RIO DAS MORTES,BR,-15.315,-54.176,   5346.  ,551,3649614,0,1976,2007,32,11.65,1976,1986,11,0.82,1976,2007,32,    123.75,      3.9 ,730, 75. , 99.7,13.1.1992,1992,19.1.2011,2011,58,0,0,0,0,1,1,0,0,0
3649614,3,49,349,26050000,RIO DAS MORTES,TORIQUEJE,BR,-15.249,-53.055,  17160.  ,339,3649617,0,1967,2007,41,6.91,1968,1986,19,3.95,1967,2007,41,    361.04,     11.39,663, 85.4, 99.3,10.10.1996,1996,19.1.2011,2011,58,0,0,0,0,1,1,1,0,0
3649617,3,49,349,26100000,RIO DAS MORTES,XAVANTINA,BR,-14.673,-52.355,  24950.  ,266,3649618,0,1969,2007,39,0.55,,,,,1969,2007,39,    506.77,     15.98,641,100. , 99.4,19.1.2011,2011,19.1.2011,2011,58,0,0,0,0,0,1,0,0,0
3649618,3,49,349,26200000,RIO DAS MORTES,TRECHO MEDO,BR,-14.087,-51.696,  44320.  ,232,3649619,0,1980,2007,28,3.30,,,,,1980,2007,28,    748.04,     23.59,532, 96.4, 98.1,19.1.2011,2011,19.1.2011,2011,58,0,0,0,0,0,1,0,0,0
3649619,3,49,349,26300000,RIO DAS MORTES,SANTO ANTONIO DO LEVERGER,BR,-12.292,-50.964,  59163.  ,205,3649418,0,1969,2007,39,8.44,1969,1986,18,11.11,1969,2007,39,    852.04,     26.87,454, 82.1, 98.2,10.10.1996,1996,19.1.2011,2011,58,0,0,0,0,1,1,1,0,0
3649630,3,49,349,26015000,RIO CRISTALINO,JUSANTE BARRA DO FORQUILHA,BR,-12.884,-50.832,   8039.  ,112,3649141,0,1984,2007,24,15.61,,,,,1984,2007,24,    191.44,      6.04,751, 75. , 96.8,19.1.2011,2011,19.1.2011,2011,58,0,0,0,0,0,1,0,0,0
3649640,3,49,349,25800000,RIO CRIXAS-ACU,JUSANTE DO RIO PINTADO,BR,-13.561,-50.401,  18600.  ,-999,3649413,0,1981,2007,27,15.36,,,,,1981,2007,27,    198.17,      6.25,336, 77.8, 95.2,19.1.2011,2011,19.1.2011,2011,58,0,0,0,0,0,1,0,0,0
3649850,3,49,349,28240000,RIO LONTRA,PIRAQUE,BR,-6.672,-48.470,   3488.  ,211,3649418,0,1974,2007,34,10.64,1974,1987,14,13.64,1974,2007,34,     78.45,      2.47,709, 79.4, 97.8,13.1.1992,1992,19.1.2011,2011,58,0,0,0,0,1,1,0,0,0
3649855,3,49,349,28150000,RIO MURICIZAL,MURICILANDIA,BR,-7.154,-48.620,   1600.  ,193,3649418,0,1974,2007,34,2.93,,,,,1974,2007,34,     31.84,      1.  ,628, 91.2, 98.7,19.1.2011,2011,19.1.2011,2011,58,0,0,0,0,0,1,0,0,0
3649860,3,49,349,27550000,RIO JENIPAPO,ARAPOEMA,BR,-7.614,-49.045,   1386.  ,211,3649418,0,1988,2007,20,1.68,,,,,1988,2007,20,     28.48,       .9 ,648, 95. , 99.6,19.1.2011,2011,19.1.2011,2011,58,0,0,0,0,0,1,0,0,0
3649870,3,49,349,27380000,RIO PIRANHAS (TRIB. ARAGUAIA),PONTE RIO PIRANHAS,BR,-9.184,-49.378,   1686.  ,163,3649416,0,1980,2007,28,13.22,,,,,1980,2007,28,     25.7 ,       .81,481, 82.1, 97.5,19.1.2011,2011,19.1.2011,2011,58,0,0,0,0,0,1,0,0,0
3649900,3,49,349,29200000,TOCANTINS,ITUPIRANGA,BR,-5.128,-49.324, 731270.  ,66,3649950,0,1977,2010,34,11.10,1969,1981,13,0.00,1969,2010,42,  11208.54,    353.47,483, 85.7, 99.1,10.10.1996,1996,19.1.2011,2011,58,0,1,0,0,1,1,1,0,0
3649901,3,49,349,29050000,TOCANTINS,MARABA,BR,-5.339,-49.124, 690920.  ,70,3649900,0,1978,2010,33,8.70,,,,,1978,2010,33,  10725.49,    338.24,490, 84.8, 99.4,19.1.2011,2011,19.1.2011,2011,58,0,0,0,0,0,1,0,0,0
3649902,3,49,349,23700000,TOCANTINS,DESCARRETO,BR,-5.789,-47.469, 298559.  ,114,3649901,0,1973,2007,35,2.18,,,,,1973,2007,35,   4609.27,    145.36,487, 97.1, 99. ,19.1.2011,2011,19.1.2011,2011,58,0,0,0,0,0,1,0,0,0
3649903,3,49,349,23600000,TOCANTINS,TOCANTINOPOLIS,BR,-6.289,-47.392, 290570.  ,126,3649902,0,1955,1989,35,8.06,,,,,1955,1989,35,   4368.4 ,    137.76,474, 85.7, 99.2,19.1.2011,2011,19.1.2011,2011,58,0,0,0,0,0,1,0,0,0
3649904,3,49,349,23300000,TOCANTINS,CAROLINA,BR,-7.338,-47.473, 276520.  ,122,3649903,0,1962,2007,46,3.00,,,,,1962,2007,46,   3907.6 ,    123.23,446, 95.7, 98.5,19.1.2011,2011,19.1.2011,2011,58,0,0,0,0,0,1,0,0,0
3649905,3,49,349,23100000,TOCANTINS,TUPIRATINS,BR,-8.392,-48.111, 243841.  ,125,3649904,0,1969,2007,39,2.45,,,,,1969,2007,39,   3325.05,    104.86,430, 92.3, 98.8,19.1.2011,2011,19.1.2011,2011,58,0,0,0,0,0,1,0,0,0
3649906,3,49,349,22500000,TOCANTINS,MIRACEMA DO TOCANTINS,BR,-9.568,-48.379, 186834.  ,129,3649905,0,1969,2007,39,13.03,,,,,1969,2007,39,   2242.69,     70.73,379, 74.4, 96.6,19.1.2011,2011,19.1.2011,2011,58,0,0,0,0,0,1,0,0,0
3649950,3,49,349,29700000,TOCANTINS,TUCURUI,BR,-3.758,-49.653, 742300.  ,2,0,0,1978,2010,33,4.96,1978,1999,22,10.61,1978,2010,33,  11175.92,    352.44,475, 87.9, 99.4,24.3.2004,2004,19.1.2011,2011,58,0,0,0,1,1,1,0,0,0
3649960,3,49,349,29100000,RIO ITACAIUNAS,FAZENDA ALEGRIA,BR,-5.487,-49.221,  37600.  ,-999,3649900,0,1969,2010,42,26.49,,,,,1969,2010,42,    627.8 ,     19.8 ,527, 50. , 98.8,19.1.2011,2011,19.1.2011,2011,58,0,0,0,0,0,1,0,0,0
3649965,3,49,349,29080000,RIO PARAUAPEBAS,FAZENDA RIO BRANCO,BR,-5.783,-49.800,   9398.  ,-999,3649960,0,1985,1995,11,31.11,,,,,1985,1995,11,    142.28,      4.49,477, 18.2,100. ,19.1.2011,2011,19.1.2011,2011,58,0,0,0,0,0,1,0,0,0
3650150,3,50,350,31700000,RIO CAPIM,BADAJOS,BR,-2.513,-47.768,  38178.  ,-999,0,0,1971,2010,40,8.48,1971,1999,29,8.16,1971,2010,40,    588.88,     18.57,486, 90. , 98.4,9.10.1996,1996,19.1.2011,2011,58,0,1,0,1,1,0,1,0,0
3650202,3,50,350,32620000,RIO GURUPI,ALTO BONITO,BR,-1.801,-46.316,  31850.  ,-999,0,0,1972,2010,39,4.28,1972,1986,15,3.57,1972,2010,39,    471.15,     14.86,467, 92.3, 99.1,9.10.1996,1996,19.1.2011,2011,58,0,1,0,1,1,0,1,0,0
3650205,3,50,350,32540000,RIO GURUPI,FAZENDA RURAL ZEBU,BR,-3.341,-46.877,  14240.  ,-999,3650202,0,1980,2010,31,26.58,1981,1985,5,9.26,1980,2010,31,    106.68,      3.36,236, 58.1, 99.5,9.10.1996,1996,19.1.2011,2011,58,0,0,0,0,0,0,0,0,0
3650220,3,50,350,32400000,RIO PIRIA (PIRIABAS),SETE ILHAS,BR,-1.858,-46.709,   1444.  ,-999,3650221,0,1977,2010,34,2.88,1977,1986,10,1.82,1977,2010,34,     52.34,      1.65,1143, 88.2, 99.7,13.1.1992,1992,20.1.2011,2011,-999,0,0,0,0,0,0,0,0,0
3650221,3,50,350,32450002,RIO PIRIA (PIRIABAS),TARARUA-PONTE,BR,-1.735,-46.591,   1683.  ,-999,0,0,1975,2010,36,6.67,1975,1986,12,1.53,1975,2010,36,     78.36,      2.47,1468, 83.3, 99.7,9.10.1996,1996,20.1.2011,2011,58,0,0,0,0,0,0,0,0,0
3650250,3,50,350,32740000,RIO MARACACUME,MARACACUME,BR,-2.054,-45.956,   3300.  ,-999,0,0,1971,2010,40,2.38,1978,1978,1,0.00,1971,2010,40,     65.02,      2.05,621, 92.5, 98.2,13.1.1992,1992,20.1.2011,2011,58,0,0,0,0,0,0,0,0,0
3650270,3,50,350,32830000,RIO TURIACU,ALTO TURI,BR,-2.944,-45.667,   4000.  ,-999,0,0,1971,2010,40,3.49,1972,1986,15,4.05,1971,2010,40,     83.28,      2.63,657, 90. , 99.5,9.10.1996,1996,20.1.2011,2011,58,0,0,0,0,1,0,0,0,0
3650280,3,50,350,33025000,RIO PINDARE,VALE DO PINDARE,BR,-4.696,-46.933,   5600.  ,140,3650285,0,1981,2007,27,3.56,1981,1992,12,6.11,1981,2007,27,     17.55,       .55,99, 96.3, 97.8,9.10.1996,1996,20.1.2011,2011,58,0,0,0,0,1,0,0,0,0
3650285,3,50,350,33190000,RIO PINDARE,PINDARE-MIRIM,BR,-3.661,-45.458,  34030.  ,4,0,0,1972,2007,36,2.01,1972,1992,21,2.47,1972,2007,36,    212.86,      6.71,197,100. , 98.1,9.10.1996,1996,20.1.2011,2011,58,0,1,0,1,1,0,0,0,0
3650310,3,50,350,33170000,RIO ZUTIUA,ESPERANTINA,BR,-4.032,-45.777,   6800.  ,50,0,0,1972,2007,36,2.24,1978,1980,3,0.00,1972,2007,36,     19.34,       .61,90, 94.4, 98.8,13.1.1992,1992,20.1.2011,2011,58,0,0,0,0,0,0,0,0,0
3650320,3,50,350,33320000,RIO GRAJAU,GRAJAU,BR,-5.817,-46.133,   4070.  ,-999,3650321,0,1965,1982,18,3.42,1965,1982,18,12.68,1965,1982,18,     46.14,      1.46,357,100. , 97.2,13.1.1992,1992,20.1.2011,2011,58,0,0,0,0,1,0,0,0,0
3650321,3,50,350,33321000,RIO GRAJAU,GRAJAU II,BR,-5.822,-46.144,   4160.  ,148,0,0,1978,2007,30,2.06,1984,1992,9,0.00,1978,2007,30,     25.29,       .8 ,192, 96.7, 98.6,9.10.1996,1996,20.1.2011,2011,58,0,0,0,0,0,0,0,0,0
3650330,3,50,350,33205000,RIO MEARIM,FAZENDA REMANSO,BR,-5.767,-45.983,   4410.  ,165,3650335,0,1979,2007,29,1.16,1979,1992,14,0.00,1979,2007,29,     26.75,       .84,191,100. , 99.4,13.1.1992,1992,20.1.2011,2011,58,0,0,0,0,1,0,0,0,0
3650335,3,50,350,33290000,RIO MEARIM,BACABAL,BR,-4.219,-44.765,  27650.  ,9,0,0,1975,2007,33,2.05,1975,1992,18,0.50,1975,2007,33,    107.17,      3.38,122, 97. ,100. ,9.10.1996,1996,20.1.2011,2011,58,0,1,0,1,1,0,1,0,0
3650340,3,50,350,33220000,RIO CORDA,RIO CORDA,BR,-5.650,-45.267,   4860.  ,-999,3650335,0,1972,1979,8,0.00,1972,1979,8,0.00,1972,1979,8,     29.2 ,       .92,189,100. ,100. ,13.1.1992,1992,20.1.2011,2011,58,0,0,0,0,0,0,0,0,0
3650341,3,50,350,33215000,RIO CORDA,RIO CORDA II,BR,-5.736,-45.324,   4800.  ,139,3650340,0,1981,2007,27,0.20,1984,1992,9,0.00,1981,2007,27,     23.02,       .73,151,100. , 99.7,9.10.1996,1996,20.1.2011,2011,58,0,0,0,0,0,0,0,0,0
3650350,3,50,350,33420000,RIO ITAPECURU,MIRADOR,BR,-6.369,-44.356,   6800.  ,140,3650355,0,1968,2007,40,6.55,1968,1989,22,4.40,1968,2007,40,     18.49,       .58,86, 87.5, 98.6,13.1.1992,1992,20.1.2011,2011,58,0,0,0,0,1,0,0,0,0
3650355,3,50,350,33550000,RIO ITAPECURU,CAXIAS,BR,-4.865,-43.358,  32700.  ,39,3650359,0,1963,2007,45,2.85,1963,1991,29,3.78,1963,2007,45,     75.1 ,      2.37,72, 93.3, 99.6,9.10.1996,1996,20.1.2011,2011,58,0,0,0,0,1,0,1,0,0
3650359,3,50,350,33680000,RIO ITAPECURU,CANTANHEDE,BR,-3.628,-44.379,  49500.  ,15,0,0,1968,2007,40,3.30,1968,1999,32,5.54,1968,2007,40,    236.5 ,      7.46,151, 97.5, 98.9,9.10.1996,1996,20.1.2011,2011,58,0,1,0,1,1,0,1,0,0
3650360,3,50,350,33520000,RIO CORRENTES,MENDES,BR,-5.706,-43.586,   4970.  ,139,3650355,0,1970,2007,38,0.52,1970,1992,23,0.38,1970,2007,38,      6.22,       .2 ,39, 97.4, 99.8,13.1.1992,1992,20.1.2011,2011,58,0,0,0,0,1,0,0,0,0
3650370,3,50,350,33620000,RIO CODOZINHO,FAZENDA SOBRAL,BR,-4.440,-43.901,   3180.  ,44,3650359,0,1972,2007,36,6.59,1972,1988,17,3.13,1972,2007,36,     36.75,      1.16,364, 88.9, 98.2,13.1.1992,1992,20.1.2011,2011,58,0,0,0,0,1,0,0,0,0
3650380,3,50,350,33730000,RIO MUNIM,MUNIM,BR,-3.581,-43.697,   4240.  ,38,3650385,0,1971,2007,37,2.92,1972,1992,21,2.47,1971,2007,37,     32.16,      1.01,239, 97.3, 98.8,13.1.1992,1992,20.1.2011,2011,58,0,0,0,0,1,0,0,0,0
3650385,3,50,350,33780000,RIO MUNIM,NINA RODRIGUES,BR,-3.459,-43.899,  12450.  ,5,0,0,1963,2007,45,3.36,1963,1992,30,34.80,1963,2007,45,    105.97,      3.34,268, 93.3, 99.4,9.10.1996,1996,20.1.2011,2011,58,0,0,0,0,1,0,1,0,0
3650415,3,50,350,34130000,RIO DAS BALSAS,BALSAS,BR,-7.534,-46.036,   8800.  ,235,3650485,0,1965,2007,43,1.98,1965,1993,29,0.59,1965,2007,43,    101.13,      3.19,362, 97.7, 99.8,9.10.1996,1996,20.1.2011,2011,58,0,0,0,0,1,0,0,0,0
3650430,3,50,350,34230000,RIO CONTRATO,CONTRATO (UNIAO),BR,-9.578,-45.029,   1700.  ,381,3650485,0,1978,2007,30,34.95,1978,1980,3,13.89,1978,2007,30,      2.08,       .07,38, 63.3, 99.6,13.1.1992,1992,20.1.2011,2011,58,0,0,0,0,0,0,0,0,0
3650450,3,50,350,34255000,RIO SANTANA,BARRA DE SANTANA,BR,-8.583,-44.000,   4020.  ,200,3650485,0,1978,1980,3,10.20,1978,1980,3,9.09,1978,1980,3,       .3 ,       .01,2, 66.7, 91.7,13.1.1992,1992,4.6.1996,1996,-999,0,0,0,0,0,0,0,0,0
3650455,3,50,350,34571000,RIO PIAUI,SAO FRANCISCO DO PIAUI,BR,-7.233,-42.544,  35000.  ,150,3650481,0,1982,2006,25,0.41,1985,1993,9,0.00,1982,2006,25,      5.52,       .17,5, 96. , 99.7,9.10.1996,1996,20.1.2011,2011,58,0,0,0,0,0,0,0,0,0
3650460,3,50,350,34471000,RIO ITAIM,SANTA CRUZ DO PIAUI II,BR,-7.189,-41.770,  17400.  ,-999,3650481,0,1963,2007,45,43.95,1963,1992,30,0.56,1963,2007,45,     10.87,       .34,20, 91.1, 99.2,20.8.1992,1992,20.1.2011,2011,58,0,0,0,0,1,0,1,0,0
3650470,3,50,350,34789000,RIO POTI,FAZENDA CANTINHO II,BR,-5.203,-42.697,  50000.  ,80,3650481,0,1963,2007,45,34.03,1963,1990,28,0.30,1963,2007,45,    125.66,      3.96,79, 97.8, 99.2,20.8.1992,1992,20.1.2011,2011,58,0,0,0,0,1,0,0,0,0
3650471,3,50,350,34750000,RIO POTI,FAZENDA BOA ESPERANCA,BR,-5.223,-41.738,  19300.  ,180,3650470,0,1965,2007,43,0.01,1964,1992,29,0.58,1964,2007,44,     33.58,      1.06,55,100. , 99.6,9.10.1996,1996,20.1.2011,2011,58,0,0,0,0,1,0,0,0,0
3650475,3,50,350,34940000,RIO LONGA,ESPERANTINA,BR,-3.903,-42.230,  11000.  ,50,3650477,0,1963,2007,45,8.30,1963,1992,30,0.28,1963,2007,45,     97.31,      3.07,279, 80. , 99.5,20.8.1992,1992,20.1.2011,2011,58,0,0,0,0,1,0,0,0,0
3650477,3,50,350,34980000,RIO LONGA,TINGUIS,BR,-3.724,-41.974,  24100.  ,50,0,0,1965,2007,43,0.93,1964,1992,29,0.59,1964,2007,44,    143.8 ,      4.54,188, 95.5,100. ,9.10.1996,1996,20.1.2011,2011,58,0,0,0,0,1,0,0,0,0
3650480,3,50,350,,RIO PARNAIBA,PORTO FORMOSA,BR,-3.470,-42.500, 290000.  ,20,3650481,0,1963,1975,13,8.11,1963,1981,19,6.10,1963,1981,19,    798.63,     25.19,87, 78.9, 99.4,19.8.1992,1992,9.10.1996,1996,-999,0,0,0,0,1,0,0,0,0
3650481,3,50,350,34879500,RIO PARNAIBA,LUZILANDIA,BR,-3.454,-42.370, 322823.  ,26,0,0,1982,2007,26,1.14,1982,1993,12,2.88,1982,2007,26,    693.15,     21.86,68,100. , 99.4,9.10.1996,1996,20.1.2011,2011,58,0,1,0,1,1,0,1,0,0
3650485,3,50,350,34310000,RIO PARNAIBA,FLORIANO,BR,-6.767,-43.017, 135550.  ,85,3650480,0,1981,1983,3,2.92,1981,1983,3,4.35,1981,1983,3,    435.38,     13.73,101,100. ,100. ,9.10.1996,1996,20.1.2011,2011,58,0,0,0,0,0,0,0,0,0
3650488,3,50,350,34040000,RIO PARNAIBA,FAZENDA PARACATI,BR,-8.281,-45.667,  26000.  ,180,3650485,0,1984,2004,21,3.05,1968,1993,26,3.26,1968,2004,37,    197.08,      6.22,239, 91.9, 98.5,9.10.1996,1996,20.1.2011,2011,58,0,0,0,0,1,0,1,0,0
3650510,3,50,350,35170001,RIO COREAU,GRANJA,BR,-3.117,-40.833,   3580.  ,9,3650511,0,1911,1980,70,79.02,1911,1980,70,78.67,1911,1980,70,     62.26,      1.96,548, 17.1,100. ,13.1.1992,1992,4.6.1996,1996,-999,0,0,0,0,1,0,0,0,0
3650511,3,50,350,35170000,RIO COREAU,GRANJA II,BR,-3.122,-40.822,   3720.  ,9,0,0,1971,2009,39,2.18,1969,1993,25,1.00,1969,2009,41,     26.  ,       .82,220, 95.1, 99.6,9.10.1996,1996,20.1.2011,2011,58,0,0,0,0,1,0,0,0,0
3650520,3,50,350,35370000,RIO ARACATIACU,AMONTADA,BR,-3.364,-39.834,   2800.  ,33,0,0,1969,2009,41,0.98,1969,1992,24,1.41,1969,2009,41,      9.8 ,       .31,110, 95.1, 99.8,21.8.1992,1992,20.1.2011,2011,58,0,0,0,0,1,0,0,0,0
3650525,3,50,350,,RIO ACARAU,SOBRAL,BR,-3.680,-40.350,  11160.  ,-999,0,0,1911,1962,52,18.29,1911,1999,89,25.40,1911,1999,89,     56.86,      1.79,161, 69.7, 98.9,20.8.1992,1992,24.3.2004,2004,21,0,0,0,1,1,0,1,0,0
3650526,3,50,350,35210000,RIO ACARAU,FAZENDA CAJAZEIRAS,BR,-4.378,-40.549,   1550.  ,190,3650525,0,1962,2009,48,0.40,1962,1993,32,0.79,1962,2009,48,      7.02,       .22,143, 95.8, 99.5,9.10.1996,1996,20.1.2011,2011,58,0,0,0,0,0,0,0,0,0
3650530,3,50,350,35260000,RIO GROAIRAS,GROAIRAS,BR,-3.909,-40.380,   2700.  ,80,3650525,0,1968,2010,43,0.18,1968,1994,27,0.00,1968,2010,43,      7.59,       .24,89, 97.7, 99.8,13.1.1992,1992,20.1.2011,2011,58,0,0,0,0,1,0,0,0,0
3650535,3,50,350,,RIO ARACATIACU,PATOS,BR,-4.750,-40.070,   1300.  ,-999,6350520,0,1936,1954,19,0.00,1936,1954,19,0.00,1936,1954,19,      3.73,       .12,90, 94.7,100. ,20.8.1992,1992,4.6.1996,1996,-999,0,0,0,0,0,0,0,0,0
3650540,3,50,350,,RIO CURU,SANTO LUIZ DO CURU,BR,-3.680,-39.250,   7350.  ,-999,0,0,1966,1975,10,15.41,1966,1993,28,5.41,1966,1993,28,     22.23,       .7 ,95, 92.9,100. ,20.8.1992,1992,9.10.1996,1996,-999,0,0,0,0,1,0,0,0,0
3650545,3,50,350,,RIO SAO GONCALO,SITIOS NOVOS,BR,-3.750,-38.950,    410.  ,-999,0,0,1962,1976,15,0.83,1962,1992,31,4.62,1962,1992,31,      2.69,       .09,207, 90.3, 99.4,20.8.1992,1992,9.10.1996,1996,-999,0,0,0,0,0,0,0,0,0
3650610,3,50,350,36020000,RIO JAGUARIBE,ARNEIROZ,BR,-6.324,-40.162,   5960.  ,325,3650645,0,1910,2010,101,3.07,1910,1981,72,16.35,1910,2010,101,      6.27,       .2 ,33, 94.1, 99.6,13.1.1992,1992,20.1.2011,2011,58,0,0,0,0,1,0,0,0,0
3650620,3,50,350,36250000,RIACHO DOS PORCOS,PODIMIRIM,BR,-7.300,-38.985,   3200.  ,370,3650650,0,1973,2010,38,0.12,1978,1980,3,2.78,1973,2010,38,      3.82,       .12,38, 97.4, 99.8,13.1.1992,1992,21.1.2011,2011,58,0,0,0,0,0,0,0,0,0
3650630,3,50,350,36470000,RIO BANABUIU,SENADOR POMPEU,BR,-5.595,-39.381,   5200.  ,173,3650634,0,1912,2010,99,1.94,1912,1992,81,23.15,1912,2010,99,     20.68,       .65,125, 97. , 99.7,13.1.1992,1992,21.1.2011,2011,58,0,0,0,0,1,0,0,0,0
3650634,3,50,350,36580000,RIO BANABUIU,MORADA NOVA II,BR,-5.122,-38.446,  17900.  ,50,0,0,1973,2010,38,2.17,1961,1992,32,2.88,1961,2010,50,     41.6 ,      1.31,73, 98. , 98.6,9.10.1996,1996,21.1.2011,2011,58,0,0,0,0,1,0,1,0,0
3650635,3,50,350,,RIO BANABUIU,MORADA NOVA,BR,-5.120,-38.450,  15317.  ,-999,3650634,0,1961,1969,9,0.32,1961,1969,9,0.00,1961,1969,9,     56.65,      1.79,117, 88.9, 97.9,21.8.1992,1992,4.6.1996,1996,-999,0,0,0,0,0,0,0,0,0
3650640,3,50,350,36125000,RIO DOS BASTIOES,SITIO POCO DANTAS,BR,-6.558,-39.509,   3700.  ,230,3650645,0,1967,2009,43,1.53,1967,1981,15,0.00,1967,2009,43,      4.92,       .16,42,100. , 98.4,20.8.1992,1992,21.1.2011,2011,58,0,0,0,0,1,0,0,0,0
3650645,3,50,350,36160001,RIO JAGUARIBE,IGUATU,BR,-6.367,-39.300,  21770.  ,213,3650649,0,1911,1962,52,18.12,1911,1992,82,12.21,1911,1992,82,     29.28,       .92,42, 85.4, 99.3,20.8.1992,1992,9.10.1996,1996,-999,0,0,0,0,1,0,1,0,0
3650649,3,50,350,36390000,RIO JAGUARIBE,PEIXE GORDO,BR,-5.228,-38.198,  48200.  ,50,0,0,1961,2010,50,8.13,1961,1984,24,9.96,1961,2010,50,     85.47,      2.7 ,56, 82. , 99. ,9.10.1996,1996,21.1.2011,2011,58,0,1,0,1,1,0,1,0,0
3650650,3,50,350,36273000,RIO SALGADO,PONTE PATOS,BR,-6.667,-38.967,   8900.  ,220,3650745,0,1911,1957,47,24.65,1911,1957,47,24.60,1911,1957,47,     22.58,       .71,80, 72.3, 99.8,20.8.1992,1992,4.6.1996,1996,-999,0,0,0,0,1,0,0,0,0
3650690,3,50,350,35950000,RIO PIRANJI,CRISTAIS,BR,-4.501,-38.361,   2000.  ,50,0,0,1969,2010,42,13.84,1969,1992,24,0.00,1969,2010,42,      5.65,       .18,89, 92.9, 99.6,20.8.1992,1992,21.1.2011,2011,58,0,0,0,0,0,0,0,0,0
3650710,3,50,350,37080000,RIO APODI,PEDRA DE ABELHAS (BREJO APODI),BR,-5.593,-37.684,   6480.  ,70,0,0,1964,2007,44,8.02,1964,1991,28,0.00,1964,2007,44,     12.22,       .39,59, 90.9, 98.5,13.1.1992,1992,21.1.2011,2011,58,0,0,0,0,1,0,0,0,0
3650720,3,50,350,37185000,RIO DO CARMO (TRIB. RIO APODI),UPANEMA,BR,-5.644,-37.255,   1520.  ,45,0,0,1975,1997,23,50.63,1975,1987,13,3.31,1975,1997,23,      5.65,       .18,117, 56.5, 98.7,13.1.1992,1992,21.1.2011,2011,58,0,0,0,0,0,0,0,0,0
3650730,3,50,350,37340000,RIO PIANCO,PIANCO,BR,-7.204,-37.928,   4710.  ,249,3650750,0,1963,2008,46,4.31,1963,1988,26,0.00,1963,2008,46,     12.39,       .39,83, 97.8, 98.5,13.1.1992,1992,21.1.2011,2011,58,0,0,0,0,1,0,0,0,0
3650740,3,50,350,37030000,RIO APODI,PAU DOS FERROS,BR,-6.111,-38.201,   2050.  ,175,3650710,0,1964,2008,45,20.75,1964,1993,30,0.00,1964,2008,45,      6.29,       .2 ,97, 77.8, 99.8,21.8.1992,1992,21.1.2011,2011,58,0,0,0,0,0,0,0,0,0
